online_order,book_table,rate,votes,location,cuisines,cost,menu_item
1,0,3.9,190,35,1058,600,586
1,0,3.8,127,35,851,400,1754
1,0,4.6,2496,48,809,1600,2574
1,0,3.9,59,26,175,500,495
1,0,3.8,151,2,1476,500,3487
0,0,3.9,135,20,286,600,5047
1,0,4.1,198,26,1544,650,4255
1,0,4,47,66,773,300,1606
1,0,4.2,175,14,1151,800,4924
1,0,3.9,107,48,1507,600,870
1,1,4.5,1401,12,558,1700,5047
1,1,4.3,2671,49,406,1200,385
1,1,4.7,4678,15,1458,1300,2764
1,0,3.9,306,20,609,500,41
1,0,3.9,132,20,119,400,482
1,0,3.9,851,20,1145,700,735
1,0,4,85,65,442,400,1638
1,0,4.2,5308,26,179,600,4527
1,1,4.3,397,8,892,1600,708
1,0,3.9,258,26,1277,650,5047
1,0,4.3,570,78,407,700,4894
1,0,3.9,200,26,1552,400,5047
1,0,3.9,54,14,778,400,2860
1,0,4,29,0,181,500,1614
1,0,3.5,62,20,1002,300,3466
1,0,3.1,112,20,521,1000,1156
1,1,4.3,2040,49,1627,1500,418
1,0,4,90,20,827,650,1792
1,1,4.5,1623,15,1008,1300,931
1,0,3.9,443,20,296,600,5047
1,1,4.4,1112,12,208,1200,5047
1,0,3.9,40,35,315,550,2188
1,0,3.8,173,21,235,300,5047
1,0,4.1,391,15,544,600,5047
1,1,4.1,617,15,47,1100,998
1,0,3.9,67,12,511,500,714
1,0,4.2,227,26,1654,800,4456
1,0,3.7,123,8,1670,400,4987
1,0,4.1,69,20,1156,700,2807
1,0,4,558,26,1277,900,5047
1,0,4.3,116,76,789,400,4481
1,0,2.4,48,34,832,450,1937
1,0,3.9,87,78,1242,500,2589
1,0,3.9,1838,26,1451,900,2333
1,0,4.4,216,8,773,450,3008
1,0,3.8,62,76,1589,400,122
1,0,3.6,76,35,1061,450,2376
1,0,3.7,131,26,1589,40,115
1,0,4,209,35,1150,550,4159
1,0,3.8,49,35,1597,300,3173
1,1,4.4,2230,48,1014,3000,3394
1,0,3.1,163,12,825,350,3267
1,0,4.1,382,35,557,700,5047
1,0,4,73,20,175,250,5047
1,0,4.3,184,26,366,650,2518
1,0,2.7,283,26,521,700,5047
1,0,4,48,26,1514,200,1699
1,0,3.9,194,20,610,800,5047
1,0,4,289,26,767,300,15
1,0,3.4,334,26,82,550,3889
1,0,4,69,26,517,750,5047
1,1,4.1,452,12,1156,600,5047
1,0,3.9,85,26,835,450,2261
1,0,3.8,83,26,225,100,2149
1,0,2.6,125,26,616,500,1178
1,0,4,78,14,864,350,4199
1,0,3.9,117,78,513,600,5047
1,1,4.3,500,48,558,1300,5047
1,1,4.6,1219,76,146,1700,5047
1,0,4.2,131,8,956,180,3369
1,1,4.2,475,15,1272,1700,5047
1,0,2.8,296,14,235,600,4122
1,1,3.9,1362,49,1156,2100,5047
1,0,3.9,218,35,68,600,5047
1,0,3.9,255,20,1097,700,5047
1,0,3.2,46,78,1156,300,5047
1,0,3.9,149,20,956,500,2814
1,0,4,719,35,374,1000,5047
1,0,3.8,201,21,558,550,5047
1,0,4.3,904,78,1013,2000,5047
1,0,3.4,63,2,1197,500,2450
1,0,4.2,133,15,162,1500,5047
1,0,3.7,87,2,521,450,1173
1,0,4.3,7546,12,33,1500,1528
1,1,4,1022,8,1375,700,1914
1,0,3.7,288,20,1474,400,3144
1,0,4.1,402,15,1378,750,5047
1,0,4,1098,78,1050,1300,5047
1,1,4.3,688,26,1088,1000,5047
1,0,3,566,26,1599,400,5047
1,1,4.2,2924,12,970,1000,5047
1,0,4.3,1380,20,1088,700,5047
1,0,4,105,20,1260,500,3352
1,1,4.3,2840,65,1010,800,3292
1,0,4.3,1707,12,711,1300,3237
1,0,3.9,205,76,1235,500,1857
1,0,4.2,1766,76,625,750,635
1,0,4.2,255,81,401,500,3947
1,1,3.9,96,8,1147,1300,4431
1,0,3.9,450,20,104,700,3264
1,0,3.5,86,60,565,500,1293
1,0,3.5,126,20,558,700,5047
1,0,4.3,654,15,427,750,3422
1,1,4.1,836,35,474,800,1386
1,1,4.2,982,78,913,1000,3884
1,1,4,1913,49,1663,2100,5047
1,0,3.9,119,20,673,1000,5047
1,0,3.7,184,8,322,500,4080
1,1,4.4,487,76,1124,1900,545
1,0,3.9,148,8,182,450,4552
1,0,4.1,42,12,789,150,2609
1,0,3.8,47,2,1121,150,2772
1,0,3,110,26,51,700,5047
1,0,3.8,31,2,773,300,509
1,1,4,2112,8,540,2000,3651
1,0,3.8,207,15,1597,400,4721
1,1,4.3,860,15,659,1000,2141
1,0,4,781,12,42,650,5047
1,0,3.9,224,12,1342,950,3990
1,0,3.9,49,61,214,150,766
1,0,4,80,20,773,500,5025
1,0,3.9,84,26,963,300,5047
1,1,4.2,2273,76,815,1400,759
1,1,4,929,8,1491,800,5047
1,1,4.1,765,78,29,1200,4450
1,1,4,456,15,604,1000,5047
1,0,4,113,49,972,1000,3481
1,0,4.1,110,26,1121,150,3281
1,0,4.1,461,12,345,700,391
1,0,4.2,740,15,406,750,2258
1,1,4.4,1842,48,1009,1500,3117
1,0,4.2,231,48,194,300,3064
1,0,3.8,106,65,1561,200,4618
1,1,4.3,63,8,1541,700,5038
1,0,3.7,66,78,483,800,5047
1,0,3.9,201,12,861,250,275
1,1,4.4,864,49,157,1800,5047
1,0,3.8,111,15,188,500,2282
1,0,3.7,73,65,773,350,514
1,0,4,48,8,1019,1500,5047
1,0,4.4,319,12,1375,800,5047
1,0,4.2,121,48,1152,1000,1345
1,0,3.9,51,26,1652,200,4270
1,0,3.9,134,81,1537,550,1524
1,0,2.8,56,81,1617,400,4539
1,0,4.2,392,26,401,500,2579
1,0,3.5,62,12,266,400,5047
0,0,3.8,149,15,1652,250,5047
1,1,4,933,12,22,1000,2600
1,1,4.2,854,12,1534,1400,5047
1,0,4,868,48,1608,400,678
1,0,3.9,205,8,1481,800,4577
1,0,4.4,223,49,319,700,4473
1,0,3.5,98,26,1209,600,2336
1,0,4.1,183,48,767,550,520
0,0,4,169,20,92,600,5047
1,0,2.9,50,8,1589,350,3153
1,0,4.1,1120,8,14,1500,4872
1,1,4.3,3135,49,1416,1500,5047
0,0,3.7,58,20,566,500,5047
1,0,3.7,81,20,1571,200,3502
1,0,3.6,91,26,1283,550,51
1,0,4.4,68,48,789,300,208
0,1,4,608,20,760,1100,5047
1,1,4.4,218,76,1529,850,5047
1,0,3.8,37,78,213,400,5047
1,0,3.9,43,26,1547,150,1972
0,0,3.9,221,20,604,850,5047
1,0,3.7,161,15,604,700,5047
1,0,3.8,59,14,853,300,3949
1,0,4.2,858,78,1655,1800,5047
0,0,3.7,32,14,1335,800,5047
1,1,3.8,91,15,1429,1800,5047
0,0,3.6,196,20,1156,600,5047
1,1,4.1,297,66,914,1000,487
1,0,3.7,279,8,1272,800,3438
1,0,4,1207,8,663,2000,1484
1,0,4,72,35,1088,400,5047
1,0,4.2,34,15,787,300,5047
1,0,3.4,50,12,1234,600,2047
1,1,3.7,59,26,521,1500,4873
1,0,3.8,137,26,1196,750,727
1,1,2.2,406,49,1109,1000,4800
0,0,4,580,20,723,1500,5047
1,0,3.8,260,49,332,700,2578
1,0,3.9,55,76,256,400,1217
0,0,4.1,147,20,350,700,5047
1,0,3.7,58,26,936,300,1711
1,0,4.2,1208,26,451,600,2322
1,0,4.1,153,81,455,300,408
1,0,4.1,125,49,658,900,3687
0,0,3.9,49,20,854,400,5047
1,0,4,134,12,821,450,1507
1,0,3.6,95,27,373,650,2270
0,0,3.8,56,20,521,500,5047
1,1,3.8,81,78,604,800,5047
1,0,3.9,462,78,340,800,480
1,1,4.3,226,49,122,2000,3274
1,1,4.3,950,12,385,750,2255
1,1,4.3,3485,48,646,1700,5047
1,0,4.2,432,78,482,700,458
1,1,4,378,15,1243,850,5047
0,0,3.8,61,20,554,1000,5047
1,0,3.8,72,8,343,650,4741
1,0,2.1,254,26,1386,500,5047
1,0,3.4,122,65,362,600,224
0,0,2.7,52,20,1602,500,5047
1,0,3.9,65,8,819,250,1114
1,0,3.8,66,26,1571,200,1746
1,0,4,68,12,767,250,2213
0,0,4.2,142,20,175,500,5047
1,0,3.9,371,49,1121,200,850
1,0,4.1,252,20,177,350,4110
0,0,4.3,241,20,181,100,5047
1,1,3.8,298,26,1222,1200,2592
1,0,3.9,431,20,1140,550,5047
0,0,3.3,41,20,235,600,5047
0,0,3.8,41,20,175,500,5047
1,0,4.3,783,20,1156,300,5047
1,0,3.8,362,20,383,700,448
1,0,4.1,162,76,1451,300,5047
1,0,4.2,93,8,1561,300,5047
1,0,4.2,1876,26,383,800,2923
0,0,3.8,263,26,518,700,5047
0,0,2.5,90,26,235,300,5047
0,0,3.6,104,8,404,800,5047
0,0,3.9,53,14,181,1200,5047
0,0,3.8,41,2,175,400,5047
1,0,3.8,96,78,420,600,5047
1,0,2.8,142,20,181,300,1620
1,1,4.2,1347,26,1071,1700,5047
1,0,3.7,110,74,1196,550,5047
1,1,4,188,74,1361,1300,4510
1,0,3.8,77,26,65,250,5047
0,1,4.4,2266,81,21,1100,5047
0,0,4.2,164,78,499,750,5047
1,0,4.3,1133,27,438,800,2971
0,0,4,47,78,461,750,5047
0,0,4.1,407,14,1277,700,5047
0,0,4,53,15,1112,400,5047
0,0,3.7,61,15,868,200,5047
0,1,3.9,158,15,1446,1100,5047
0,0,4.1,399,74,1178,300,5047
0,0,3.4,27,49,1371,300,5047
1,0,3.8,51,2,1547,300,5047
1,0,4.1,179,20,824,400,5047
1,0,3.7,68,8,1587,500,3414
1,0,4,128,35,118,600,5047
1,1,3.8,198,49,982,1600,5047
1,0,3.5,140,12,1156,600,3601
0,0,4.1,211,20,188,200,5047
0,0,4.3,346,20,188,150,5047
0,0,4.1,219,20,956,400,5047
0,0,4,102,20,1547,150,5047
0,0,4.1,147,20,350,700,5047
0,0,4.2,142,20,175,500,5047
0,0,4.3,241,20,181,100,5047
1,0,3.9,149,20,956,500,2814
1,0,3.7,54,20,767,300,2298
1,0,4,73,20,175,250,1624
0,0,4.2,267,20,956,250,5047
1,0,4.1,252,20,177,350,4110
1,0,4,80,20,773,500,5025
0,0,3.8,41,20,175,500,5047
1,0,2.8,142,20,181,300,1620
0,0,3.6,223,14,1640,300,5047
1,0,4,78,14,864,350,4198
1,0,3.8,59,14,853,300,3949
1,0,3.9,54,14,778,400,2860
1,0,3.9,73,74,214,150,4307
1,1,4.7,4678,15,1458,1300,2764
1,0,4.8,392,81,767,400,5047
1,0,4.3,654,15,427,750,3422
1,0,4.3,570,78,407,700,4894
1,0,4.2,432,78,482,700,458
0,0,4,98,78,175,400,5047
1,0,4.2,255,81,401,500,3947
0,0,3.8,41,2,175,400,5047
1,0,3.8,31,2,773,300,509
1,0,4.2,34,15,787,300,5047
0,0,3.4,27,49,1371,300,5047
0,1,4.3,267,20,1133,700,5047
0,0,3.9,135,20,286,600,5047
1,1,4.4,2867,20,109,750,5047
1,0,4.1,1447,20,111,800,2652
1,0,4.1,69,20,1156,700,2807
1,0,4.3,1380,20,1088,700,3998
1,0,3.9,851,20,1145,700,735
1,0,3.9,443,20,296,600,3303
0,0,3.9,62,20,392,1100,5047
1,0,3.9,431,20,1140,550,5047
0,0,4,169,20,92,600,5047
0,1,4,608,20,760,1100,5047
0,0,4,580,20,723,1500,5047
1,0,3.9,194,20,610,800,1480
0,0,3.9,221,20,604,850,5047
1,0,3.9,255,20,1097,700,2184
0,0,3.6,196,20,1156,600,5047
1,0,4.1,1864,20,1402,750,5047
1,0,4,105,20,1260,500,5047
1,0,3.9,119,20,673,1000,5047
1,0,3.8,229,20,1196,500,5047
1,0,3.9,306,20,609,500,5047
1,0,3.9,450,20,104,700,5047
1,0,3.8,362,20,383,700,5047
1,0,3.6,54,20,611,600,5047
1,0,3.5,126,20,558,700,1976
0,0,3.8,61,20,554,1000,5047
1,0,3.5,62,20,1002,300,3466
0,0,2.7,52,20,1602,500,5047
0,0,3.7,40,20,1589,1000,5047
1,0,3.3,302,20,1474,750,2342
0,0,2.9,45,20,383,600,5047
1,0,3.1,112,20,521,1000,1156
0,0,4.1,211,20,188,200,5047
1,0,4.3,783,20,1156,300,5047
0,0,3.7,58,20,566,500,5047
1,0,3.7,75,20,1156,300,73
1,0,3.9,169,20,1399,600,5047
1,0,3.9,132,20,119,400,483
1,0,3.7,288,20,1474,400,3144
0,0,4,102,20,1547,150,5047
0,0,4.1,147,20,350,700,5047
0,0,3.9,49,20,854,400,5047
1,0,3.3,263,20,322,400,673
1,0,3.7,81,20,1571,200,3502
1,0,3.8,89,20,868,250,4680
0,0,4.1,38,20,1190,500,5047
1,0,2.8,142,20,181,300,5047
0,0,3.6,74,20,1507,600,5047
0,0,4.1,530,14,576,500,5047
0,0,3.9,161,74,1196,500,5047
1,1,4,188,74,1361,1300,4510
1,0,4.2,175,14,1151,800,4924
1,0,4,108,74,1258,550,5047
1,0,3.7,110,74,1196,550,5047
0,0,3.6,60,74,1423,450,5047
1,0,2.9,238,74,1216,800,4332
0,0,2.5,433,14,602,650,5047
0,0,4.1,407,14,1277,700,5047
1,0,3.8,59,14,853,300,5047
1,0,2.8,296,14,235,600,4121
0,0,3.7,32,14,1335,800,5047
0,0,3.6,223,14,1640,300,5047
0,0,3.9,75,14,1547,150,5047
1,0,3.9,645,14,323,600,3353
1,0,4,78,14,864,350,4198
0,0,3,33,14,1563,400,5047
1,0,2.7,92,14,322,500,5047
0,0,4.1,399,74,1178,300,5047
0,0,3.8,38,14,531,300,5047
1,1,4.7,4678,15,1458,1300,5047
0,1,4.3,153,78,18,2800,5047
1,1,4.3,2671,49,406,1200,5047
0,1,4.1,2047,27,1375,1600,5047
0,1,4.2,170,12,1580,1000,5047
0,1,4.3,597,27,149,2500,5047
0,1,4.2,141,78,988,2500,5047
0,1,4.4,2266,81,21,1100,5047
1,1,4.1,617,15,47,1100,5047
0,1,4.2,1428,78,898,1300,5047
1,1,4.5,1623,15,1008,1300,5047
1,0,3.9,117,78,513,600,5047
1,1,4.2,982,78,913,1000,5047
1,0,4,1098,78,1050,1300,5047
1,0,4.3,654,15,427,750,5047
0,1,4.5,550,78,1082,1800,5047
0,0,4.2,164,78,499,750,5047
1,0,4.3,570,78,407,700,5047
1,0,4.2,858,78,1655,1800,5047
0,1,4.1,80,78,1015,3000,5047
0,1,4,324,15,1397,1300,5047
1,1,4.2,475,15,1272,1700,5047
1,0,4.1,153,81,455,300,5047
1,0,4.1,391,15,544,600,5047
1,1,4.1,765,78,29,1200,5047
1,1,4.3,860,15,659,1000,5047
1,0,4.2,740,15,406,750,5047
1,0,4.3,148,78,294,650,5047
1,0,4.3,904,78,1013,2000,5047
0,1,3.9,49,78,1156,3000,5047
1,1,4.3,226,49,122,2000,5047
1,0,4,176,78,266,750,5047
1,0,3.9,462,78,340,800,5047
1,1,4.1,1852,78,459,650,5047
1,0,4.3,1133,27,438,800,5047
0,0,3.9,183,78,1320,2200,5047
1,0,3.6,95,27,373,650,5047
1,1,4,378,15,1243,850,5047
1,0,3.7,66,78,483,800,5047
1,0,4.2,432,78,482,700,5047
1,0,3.7,161,15,604,700,5047
0,0,4.2,115,78,1074,1000,5047
0,0,2.7,402,49,1196,1000,5047
1,0,3.3,200,15,521,700,5047
1,0,4.1,402,15,1378,750,5047
1,1,3.8,91,15,1429,1800,5047
1,0,3.4,63,2,1197,500,5047
1,0,3.8,207,15,1597,400,5047
1,0,3.9,87,78,1242,500,5047
1,1,3.8,198,49,982,1600,5047
1,0,4.2,255,81,401,500,5047
1,0,3.9,104,78,1156,150,5047
1,0,3.5,86,60,565,500,5047
0,0,4,107,15,1080,400,5047
0,0,4,62,78,878,1500,5047
1,0,3.6,42,78,1599,400,5047
1,0,4.1,205,78,1594,250,5047
1,0,4.2,382,78,1478,500,5047
1,0,3.9,134,81,1537,550,5047
1,1,3.8,81,78,604,800,5047
0,1,3.9,315,49,404,800,5047
1,0,3.8,37,78,213,400,5047
1,0,3.8,51,2,1547,300,5047
0,0,4,53,15,1112,400,5047
0,0,4,44,81,487,1100,5047
1,0,3.8,96,78,420,600,5047
0,0,3.7,61,15,868,200,5047
0,0,3.9,61,2,436,450,5047
0,1,3.9,158,15,1446,1100,5047
0,0,3.8,149,15,1652,250,5047
1,0,3.2,46,78,1156,300,5047
0,0,3.9,119,27,1537,800,5047
1,0,2.8,40,2,1670,400,5047
1,0,2.8,56,81,1617,400,5047
0,0,4,580,20,723,1500,5047
1,1,4.7,4678,15,1458,1300,5047
0,1,4.3,597,27,149,2500,5047
0,1,4.2,1428,78,898,1300,5047
0,1,4,324,15,1397,1300,5047
0,0,2.7,402,49,1196,1000,5047
0,0,4,62,78,878,1500,5047
0,0,4,580,20,723,1500,5047
0,0,3.8,61,20,554,1000,5047
1,1,4,188,74,1361,1300,5047
1,1,4.7,4678,15,1458,1300,5047
0,1,4.3,597,27,149,2500,5047
0,1,4.2,1428,78,898,1300,5047
1,1,4.2,982,78,913,1000,5047
1,1,4.1,765,78,29,1200,5047
1,1,4.3,226,49,122,2000,5047
0,0,2.7,402,49,1196,1000,5047
1,1,4.4,4108,71,1527,1400,5047
1,1,4.2,1873,22,889,1500,4454
1,1,4.2,1148,22,1018,1800,435
1,1,4.4,3764,22,1468,600,198
1,0,4.5,188,22,1076,1200,4020
1,0,4.3,790,22,168,1000,5047
1,0,3.7,829,22,1079,850,5047
1,0,3.9,3831,22,1402,750,5047
1,0,3.3,292,22,208,600,2203
1,1,3.9,224,22,1285,800,2456
0,0,3.9,371,22,1587,400,5047
0,1,4.4,366,40,334,1000,5047
0,1,4.7,3614,38,1325,1600,5047
0,1,4.6,174,71,910,1500,5047
1,1,4.3,715,71,1002,1500,5047
1,1,3.2,426,19,1226,900,5047
0,1,3,74,7,137,1200,5047
0,0,3.7,51,7,895,1500,5047
0,1,3.9,52,71,766,1900,5047
1,0,4.4,788,22,375,700,5047
1,1,4.2,859,22,510,800,5047
1,1,4.4,3764,22,1468,600,198
0,0,4.6,1580,22,336,750,5047
1,1,4,82,22,431,500,5047
1,0,4.3,1101,22,419,700,5047
0,0,4.3,112,22,159,800,5047
1,1,4.1,733,22,405,1200,5047
1,0,4.2,140,22,383,800,5047
1,1,4.1,720,22,418,950,4026
1,0,4,128,22,459,650,5047
1,0,4.1,439,22,394,750,4748
1,0,4,77,22,359,300,1950
1,0,4.1,564,22,348,600,1087
1,1,3.8,499,22,391,700,5047
1,1,4,803,22,462,700,5047
1,0,3.9,205,22,356,600,5047
1,0,3.9,44,22,432,300,1643
1,0,3.6,484,22,476,700,5047
1,0,3.8,204,22,657,600,5047
1,1,3.9,202,22,492,500,5047
0,0,2.6,49,22,436,450,5047
1,0,3.1,101,22,466,650,5047
1,1,4,390,22,421,1300,5047
0,0,3.9,56,22,503,350,5047
0,0,2.5,113,22,332,550,5047
1,0,3.7,59,22,443,600,5047
0,0,3.8,63,22,468,1000,5047
1,0,3.9,92,22,1652,250,5047
0,0,3.7,85,22,458,500,5047
1,1,4.1,1847,38,343,600,5047
1,1,4.4,190,40,332,1000,5047
1,0,3.7,455,22,1196,400,2449
1,0,4.1,723,43,1477,700,3119
1,0,4.1,373,38,1181,500,1882
1,0,3.9,184,22,568,600,3566
1,0,3.7,503,38,1423,500,3929
1,0,3.7,46,71,282,600,5047
1,0,4.1,209,41,749,400,3088
1,0,4,195,43,1657,500,4736
1,0,3,238,26,1465,500,899
1,0,4.1,292,43,328,600,1813
1,0,4,353,71,1209,500,2249
1,0,3.5,435,38,1429,500,1803
1,0,3.9,227,38,1429,450,3664
1,0,3.9,95,38,1327,350,3539
1,0,4.5,1181,0,930,500,5047
1,0,3.7,173,22,257,400,3334
1,0,4,57,22,1518,250,4538
1,0,4,317,22,1652,250,5047
1,0,4,88,22,1056,400,2109
1,1,3.4,410,22,1375,750,2045
1,0,4,987,22,238,800,2873
1,0,4,99,22,235,650,5047
1,0,4,371,19,821,450,4659
1,0,4.5,143,22,773,400,445
1,0,3.9,125,22,301,600,4605
1,0,2.3,298,7,286,450,1180
1,0,4.1,397,22,956,450,613
1,0,4.6,118,38,773,300,319
1,0,4,67,38,1190,500,1621
1,0,3.8,510,22,322,500,5047
1,0,3.9,230,22,789,500,1631
1,0,3.9,46,22,211,400,1692
1,1,3.8,189,71,98,800,5047
1,0,3.3,910,38,1177,250,5047
1,0,3.8,376,6,1156,600,3669
1,0,4,188,38,171,300,2508
1,0,4.2,460,22,1392,500,1892
1,1,4.4,3764,22,1468,600,5047
1,0,4.1,439,22,394,750,4748
1,0,2.7,332,71,1474,400,3137
1,0,3.9,231,38,1106,400,1708
1,0,3.6,133,22,285,300,5047
1,0,3.8,77,22,436,650,790
1,0,3.6,218,22,252,400,5047
1,0,3.7,57,22,1156,400,5047
1,0,4.2,214,6,959,400,5047
1,1,4.1,671,40,605,900,5047
1,0,3.1,247,22,273,200,1849
1,0,4.4,568,22,1184,400,5047
1,0,3.9,307,38,1156,450,5047
1,0,4.2,217,22,1465,600,4169
0,1,4,1551,22,1156,750,5047
1,0,3.6,176,22,259,400,5047
0,0,4,917,22,1156,800,5047
0,0,4,1829,22,1156,800,5047
0,1,3.8,320,22,948,800,5047
0,0,4,649,22,754,750,5047
0,0,4.1,110,22,1112,400,5047
1,0,4.3,278,22,1547,150,5047
1,0,4,988,22,1156,500,5047
1,0,4.1,352,22,323,600,5047
0,0,3.9,338,22,1196,500,5047
0,0,4.5,194,22,956,200,5047
1,0,4,200,22,1465,750,5047
1,0,4.1,564,22,348,600,5047
1,0,4.1,498,41,1003,600,5047
0,0,3.6,289,22,43,500,5047
1,0,3.7,439,22,282,550,5047
0,0,4,60,22,96,400,5047
1,0,3.8,170,22,591,400,5047
0,0,4.1,104,22,769,300,5047
1,0,3.9,117,22,303,900,5047
0,0,3.7,446,22,1597,400,5047
0,0,3.7,532,22,1597,250,5047
1,0,3.9,330,38,604,600,5047
0,0,2.9,304,22,517,650,5047
0,0,3.6,217,22,868,300,5047
0,0,3.6,95,22,64,800,5047
1,0,3.9,113,22,323,600,1085
1,1,4.3,342,41,790,450,4036
0,0,3.5,40,22,1002,700,5047
0,0,2.6,91,22,1547,200,5047
1,0,3.9,296,41,1156,400,5047
1,0,4.1,314,38,933,650,5047
1,0,3.9,44,22,432,300,5047
0,0,2.6,56,22,293,500,5047
0,0,3.9,56,22,503,350,5047
1,0,4.2,581,22,1300,550,5047
1,0,4,77,22,359,300,1951
0,0,3.6,51,22,1121,150,5047
0,0,3.9,152,22,1588,400,5047
0,0,3.7,41,22,42,500,5047
1,0,4,176,22,1644,100,5047
0,0,3.9,89,22,866,300,5047
0,0,2.8,114,22,282,500,5047
0,0,3.9,30,75,1664,400,5047
1,0,4,153,22,181,500,5047
0,0,3.5,136,22,1196,600,5047
1,0,3.8,109,71,1547,200,5047
1,0,3.5,147,22,235,350,5047
1,0,3.9,582,37,923,450,5047
0,0,2.8,227,22,266,500,5047
1,0,3.9,459,22,262,600,5047
1,0,3.3,292,22,208,600,5047
1,0,3.8,834,71,271,650,5047
1,0,3.9,148,22,1121,200,5047
1,0,4.3,287,41,1156,400,5047
0,0,3.7,68,22,217,400,5047
1,0,3.6,621,22,322,400,5047
1,0,3.9,783,22,1196,300,5047
1,0,4,897,6,266,750,340
1,1,4.2,859,22,510,800,5047
1,0,4.1,119,22,1578,200,5047
1,0,3.9,78,22,84,300,5047
1,1,4.1,1339,22,1375,800,2973
1,0,3.9,75,6,181,500,5047
1,1,4.4,1401,71,894,1500,5047
1,1,4.2,7221,71,705,1400,5047
1,0,3.8,347,22,1156,300,5047
1,0,4.3,561,71,955,500,2852
1,0,3.9,60,22,1336,400,5047
1,0,3.9,372,6,280,550,5047
1,0,3.1,570,22,1641,300,5047
1,0,3.1,266,22,517,550,5047
1,1,4.4,4108,71,1527,1400,5047
1,0,3.8,241,6,1597,200,5047
1,0,4,434,22,1258,600,5047
1,0,3.9,100,22,956,450,5047
1,0,4.1,248,71,615,800,5047
1,0,3.9,181,22,609,600,5047
1,0,3.9,121,38,1209,400,5047
1,1,4.5,125,71,1081,700,5047
1,0,4,154,6,1121,400,5047
1,0,3.9,340,22,1582,400,5047
1,0,4.2,807,6,800,1700,5047
0,1,4.5,1506,71,707,1900,5047
1,0,4.3,492,6,185,500,5047
1,0,3.8,77,22,1460,350,5047
1,0,4.3,324,22,956,180,5047
1,0,4.1,61,22,817,200,5047
1,1,4.4,2389,41,1083,1000,5047
1,1,4,1510,40,383,900,5047
1,0,3.8,83,22,578,400,5047
1,0,4.4,280,71,1340,400,5047
1,0,4.5,206,22,956,400,5047
1,0,3.9,467,0,112,550,5047
1,0,4.1,841,22,1595,300,5047
1,0,3.9,668,22,292,800,5047
1,0,3.9,106,22,1547,150,5047
1,0,3.6,44,71,417,600,5047
1,0,3.7,434,41,1423,400,5047
1,0,4.1,778,38,383,700,5047
1,1,4.4,893,71,1065,1400,5047
1,0,3.2,61,71,1327,250,5047
1,0,3.8,44,71,962,200,5047
1,0,4.3,189,41,181,400,5047
1,0,3.8,331,22,1156,350,5047
1,0,4,754,24,1156,250,5047
1,1,4.1,326,71,3,1200,5047
1,0,2.6,156,71,1354,700,5047
1,1,4.1,3030,6,1398,1000,5047
1,0,3.8,174,22,1475,400,5047
1,0,4,128,22,459,650,5047
1,0,3.8,140,22,789,500,5047
1,1,4,82,22,431,500,5047
1,0,4.3,790,22,168,1000,5047
1,0,3.9,50,22,197,450,5047
1,0,4,60,6,217,600,5047
1,0,3,111,6,1501,400,5047
1,1,4,344,6,374,1000,5047
1,0,4.2,140,22,383,800,5047
1,1,3.8,1166,22,1057,600,5047
1,1,3.9,601,22,1092,1000,5047
1,0,4,572,38,208,600,5047
1,0,3.7,95,38,1156,150,5047
1,0,4.1,57,38,1023,200,5047
1,0,3.7,59,22,443,600,5047
1,0,3.6,121,22,1558,550,5047
1,0,3.7,93,22,181,350,5047
1,0,3.6,51,6,42,400,5047
0,0,4,65,38,565,350,5047
1,0,3.8,273,7,70,550,5047
1,0,3.9,226,38,1196,250,5047
1,0,4,326,22,1637,200,5047
1,0,4.2,70,22,1467,400,5047
1,0,3.8,258,22,1553,550,5047
1,0,3.2,204,71,1185,500,5047
1,0,4.1,671,22,1002,450,5047
1,1,3.9,880,22,1156,1000,5047
1,0,3.3,213,71,1197,600,5047
1,0,3.6,82,38,1505,400,5047
1,0,3.7,76,22,565,700,5047
1,1,4,558,22,1375,1000,5047
1,0,4.2,162,22,235,300,5047
1,0,3.8,231,38,394,600,5047
1,0,2.8,261,22,1040,700,5047
1,0,3.9,450,22,1209,550,5047
1,0,3.8,82,71,181,300,5047
1,0,3.6,59,22,1339,300,5047
1,1,3.9,224,22,1285,800,5047
1,0,4,157,22,181,300,5047
1,1,3.9,533,22,76,900,5047
1,0,4.1,270,38,132,500,5047
1,0,4.5,2068,22,1626,1200,5047
1,0,3.7,160,71,1033,500,5047
1,0,3.1,452,22,1474,750,5047
1,0,3.7,83,22,265,350,5047
1,1,4.4,2206,6,1227,1400,5047
1,1,4.2,767,41,1272,1700,5047
1,0,3.8,135,71,1589,400,5047
1,0,3.9,163,22,1597,300,5047
1,1,4,402,22,1555,800,5047
1,0,3.4,301,22,287,400,5047
1,1,4.1,720,22,418,950,5047
1,0,3.9,356,22,1267,450,5047
1,0,3.6,96,38,1039,300,5047
1,1,4.1,1059,22,992,1200,5047
1,1,3.9,392,6,282,1500,5047
1,0,3.6,95,38,1335,300,5047
1,0,4.2,425,38,266,250,5047
1,0,3.1,82,22,1156,200,5047
1,0,3.6,484,22,476,700,5047
1,0,4.3,895,71,464,600,5047
1,0,3.3,84,6,1628,200,5047
1,0,3.5,117,22,58,600,5047
1,0,3.8,240,7,42,800,5047
1,0,4,533,6,1196,300,5047
1,0,4.2,166,41,427,700,5047
